"","IntDate","HousehldID","RprtSrc","Valid","AnimalsDead","AnimalsSick","CowsDied","GoatsDied","SheepDied","ChickenDied","ChicksDied","CowSick","GoatsSick","SheepSick"
"1621",2015-01-09,"13-209-4","Household Interviews",1,"0","1","0","0","0","0","0","0","0","1"
"1622",2015-01-26,"13-209-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1623",2015-01-22,"13-209-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1624",2013-12-21,"13-209-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1625",2013-11-21,"13-21-10","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1626",2013-03-18,"13-21-10","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1627",2013-03-27,"13-21-10","Household Interviews",1,"0","1","0","0","0","0","0","0","0","1"
"1628",2013-04-10,"13-21-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1629",2013-07-03,"13-21-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1630",2013-08-27,"13-21-10","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1631",2013-08-28,"13-21-10","Household Interviews",1,"1","1","0","0","0","0","1","1","0","0"
"1632",2013-09-25,"13-21-10","Household Interviews",1,"0","1","0","0","0","0","0","0","0","1"
"1633",2013-09-28,"13-21-10","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1634",2014-01-21,"13-21-10","Toll Free Number",1,"1","0","0","0","0","1","0","0","0","0"
"1635",2014-02-21,"13-21-10","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1636",2014-02-08,"13-21-10","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1637",2014-02-16,"13-21-10","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1638",2014-10-28,"13-21-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1639",2015-01-08,"13-21-10","Household Interviews",1,"1","0","1","0","0","0","0","0","0","0"
"1640",2014-04-10,"13-21-11","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1641",2014-04-29,"13-21-11","Household Interviews",1,"0","0","0","0","0","0","0","0","0","0"
"1642",2014-06-24,"13-21-11","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1643",2014-07-08,"13-21-11","Household Interviews",1,"1","1","0","0","1","0","0","1","0","0"
"1644",2014-08-09,"13-21-11","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1645",2014-08-20,"13-21-11","Household Interviews",1,"1","0","1","0","1","0","0","0","0","0"
"1646",2014-09-30,"13-21-11","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1647",2015-02-04,"13-21-11","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1648",2013-09-11,"13-21-11","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"1649",2013-10-11,"13-21-11","Toll Free Number",1,"1","1","0","0","1","0","0","0","0","1"
"1650",2014-11-26,"13-21-13","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"1651",2013-05-08,"13-21-13","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"1652",2013-05-22,"13-21-13","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1653",2014-04-19,"13-21-16","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1654",2013-10-01,"13-211-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1655",2013-09-25,"13-211-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1656",2014-09-02,"13-211-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1657",2014-09-09,"13-211-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1658",2014-12-17,"13-211-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1659",2013-06-25,"13-212-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1660",2014-02-26,"13-212-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1661",2014-03-11,"13-212-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1662",2014-03-25,"13-212-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1663",2013-09-13,"13-213-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1664",2014-03-25,"13-213-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1665",2014-04-03,"13-213-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1666",2014-04-17,"13-213-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1667",2014-07-11,"13-213-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1668",2014-07-28,"13-213-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1669",2014-08-07,"13-213-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1670",2015-01-09,"13-213-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1671",2015-01-06,"13-213-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1672",2015-01-30,"13-213-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1673",2015-02-05,"13-213-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1674",2013-05-17,"13-215-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1675",2013-05-22,"13-215-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1676",2013-11-06,"13-215-4","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"1677",2014-02-17,"13-215-4","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1678",2014-10-11,"13-215-4","Toll Free Number",1,"1","0","0","1","0","0","0","0","0","0"
"1679",2014-10-14,"13-215-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1680",2014-11-25,"13-215-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1681",2015-01-08,"13-215-4","Household Interviews",1,"0","1","0","0","0","0","0","0","0","1"
"1682",2013-08-14,"13-215-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1683",2013-08-05,"13-216-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1684",2013-09-04,"13-216-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1685",2013-02-20,"13-216-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1686",2013-05-15,"13-216-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1687",2014-05-02,"13-216-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1688",2015-01-28,"13-216-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1689",2015-02-06,"13-216-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1690",2013-11-21,"13-218-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1691",2013-05-10,"13-218-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1692",2014-01-08,"13-218-2","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1693",2014-01-14,"13-218-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1694",2014-03-05,"13-218-2","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1695",2014-03-19,"13-218-2","Household Interviews",1,"1","0","0","1","0","0","0","0","0","0"
"1696",2014-08-06,"13-218-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1697",2014-09-17,"13-218-2","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1698",2014-10-01,"13-218-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1699",2013-03-15,"13-220-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1700",2013-08-24,"13-220-2","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"1701",2014-03-27,"13-220-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1702",2014-06-23,"13-220-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1703",2014-07-03,"13-220-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1704",2014-07-29,"13-220-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1705",2014-07-31,"13-220-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1706",2014-08-14,"13-220-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1707",2014-09-24,"13-220-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1708",2014-09-25,"13-220-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1709",2014-10-23,"13-220-2","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1710",2013-04-16,"13-221-3","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1711",2013-05-28,"13-221-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1712",2013-07-23,"13-221-3","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1713",2013-07-25,"13-221-3","Toll Free Number",1,"0","0","0","0","0","0","0","0","0","0"
"1714",2014-03-21,"13-221-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1715",2014-03-25,"13-221-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1716",2014-05-06,"13-221-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1717",2014-07-29,"13-221-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1718",2014-08-29,"13-221-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1719",2014-11-19,"13-221-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1720",2013-02-19,"13-221-4","Household Interviews",1,"1","0","0","0","0","1","0","0","0","0"
"1721",2013-03-19,"13-221-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1722",2013-04-02,"13-221-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1723",2013-04-11,"13-221-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1724",2013-08-20,"13-221-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1725",2014-05-05,"13-221-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1726",2014-06-17,"13-221-4","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"1727",2014-07-01,"13-221-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1728",2014-07-24,"13-221-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1729",2013-12-14,"13-222-5","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1730",2013-12-19,"13-222-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1731",2014-02-21,"13-222-5","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1732",2014-02-17,"13-222-5","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1733",2013-03-28,"13-222-5","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"1734",2014-06-09,"13-222-5","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1735",2014-06-11,"13-222-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1736",2014-06-25,"13-222-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1737",2014-09-03,"13-222-5","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1738",2014-10-29,"13-222-5","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1739",2014-11-26,"13-222-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1740",2014-12-11,"13-222-5","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1741",2015-01-27,"13-222-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1742",2014-10-09,"13-224-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1743",2013-04-12,"13-225-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1744",2013-05-14,"13-225-5","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1745",2013-07-07,"13-225-5","Toll Free Number",1,"0","0","0","0","0","0","0","0","0","0"
"1746",2013-08-16,"13-225-5","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1747",2013-12-21,"13-225-5","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1748",2014-05-01,"13-225-5","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1749",2014-06-02,"13-225-5","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1750",2014-06-09,"13-225-5","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1751",2014-06-26,"13-225-5","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1752",2014-07-10,"13-225-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1753",2014-07-29,"13-225-5","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1754",2014-08-21,"13-225-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1755",2014-03-06,"13-225-6","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1756",2013-07-16,"13-235-4","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"1757",2013-08-27,"13-235-4","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"1758",2014-04-18,"13-235-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1759",2014-07-25,"13-235-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1760",2014-07-26,"13-235-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1761",2014-10-28,"13-235-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1762",2015-01-21,"13-235-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1763",2013-05-17,"13-235-5","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"1764",2013-05-27,"13-235-5","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"1765",2013-06-04,"13-235-5","Household Interviews",0,"0","1","0","0","0","0","0","0","0","1"
"1766",2013-07-16,"13-235-5","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"1767",2014-11-01,"13-235-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1768",2013-10-29,"13-236-1","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1769",2013-08-20,"13-241-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1770",2013-09-27,"13-241-4","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"1771",2013-02-15,"13-241-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1772",2013-05-02,"13-241-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1773",2014-09-02,"13-241-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1774",2014-09-04,"13-241-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1775",2015-01-09,"13-241-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1776",2014-07-03,"13-242-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1777",2014-06-26,"13-243-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1778",2014-06-27,"13-243-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1779",2014-12-12,"13-243-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1780",2013-04-14,"13-244-3","Toll Free Number",1,"1","0","0","1","0","0","0","0","0","0"
"1781",2013-05-22,"13-244-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1782",2013-08-10,"13-244-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1783",2013-09-11,"13-244-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1784",2013-11-06,"13-244-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1785",2013-04-11,"13-244-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1786",2013-04-15,"13-244-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1787",2013-04-24,"13-244-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1788",2013-05-08,"13-244-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1789",2013-08-14,"13-244-3","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1790",2014-04-16,"13-244-3","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1791",2014-04-29,"13-244-3","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1792",2014-05-14,"13-244-3","Household Interviews",1,"1","0","0","1","0","0","0","0","0","0"
"1793",2014-08-19,"13-244-3","Toll Free Number",1,"1","1","0","1","0","0","0","1","0","0"
"1794",2013-12-05,"13-245-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1795",2014-04-20,"13-245-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1796",2014-04-30,"13-245-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1797",2014-06-25,"13-245-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1798",2014-07-23,"13-245-2","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1799",2015-02-10,"13-245-2","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1800",2013-06-25,"13-246-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1801",2013-12-10,"13-246-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1802",2013-10-01,"13-246-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1803",2013-05-28,"13-246-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1804",2013-07-09,"13-246-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1805",2014-04-22,"13-246-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1806",2014-06-03,"13-246-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1807",2014-07-15,"13-246-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1808",2014-07-29,"13-246-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1809",2014-08-27,"13-246-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1810",2014-11-01,"13-246-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1811",2014-11-04,"13-246-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1812",2014-11-13,"13-246-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1813",2014-11-18,"13-246-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"1814",2014-11-27,"13-246-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1815",2013-06-14,"13-247-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1816",2013-08-09,"13-247-5","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"1817",2014-02-13,"13-247-5","Household Interviews",1,"0","0","0","0","0","0","0","0","0","0"
"1818",2014-03-13,"13-247-5","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"1819",2013-09-06,"13-247-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1820",2014-07-17,"13-247-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1821",2014-09-05,"13-247-5","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1822",2014-09-11,"13-247-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1823",2014-10-23,"13-247-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1824",2014-12-17,"13-247-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1825",2015-01-28,"13-247-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1826",2013-02-22,"13-247-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1827",2013-11-15,"13-247-6","Household Interviews",1,"1","0","0","0","0","1","0","0","0","0"
"1828",2013-04-19,"13-247-6","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1829",2014-05-30,"13-247-6","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1830",2014-06-19,"13-247-6","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1831",2014-08-22,"13-247-6","Toll Free Number",1,"0","0","0","0","0","0","0","0","0","0"
"1832",2014-08-28,"13-247-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1833",2014-10-10,"13-247-6","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1834",2014-11-18,"13-247-6","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1835",2014-11-19,"13-247-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1836",2014-12-12,"13-247-6","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1837",2013-02-15,"13-250-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1838",2013-04-26,"13-250-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1839",2013-07-05,"13-250-2","Household Interviews",1,"1","1","0","1","0","0","0","0","1","0"
"1840",2013-08-24,"13-250-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1841",2014-01-09,"13-250-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1842",2014-04-03,"13-250-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1843",2014-06-26,"13-250-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1844",2014-07-10,"13-250-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1845",2014-08-21,"13-250-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1846",2014-12-11,"13-250-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1847",2013-04-11,"13-252-1","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1848",2013-04-25,"13-252-1","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1849",2013-07-04,"13-252-1","Household Interviews",1,"0","0","0","0","0","0","0","0","0","0"
"1850",2014-02-21,"13-252-1","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1851",2014-03-19,"13-252-1","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1852",2013-04-02,"13-253-3","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1853",2014-03-11,"13-253-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1854",2014-03-25,"13-253-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1855",2014-04-08,"13-253-3","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1856",2014-07-01,"13-253-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1857",2013-02-21,"13-255-1","Household Interviews",1,"0","1","0","0","0","0","0","0","0","1"
"1858",2013-10-03,"13-255-1","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1859",2013-06-27,"13-255-1","Household Interviews",1,"0","1","0","0","0","0","0","0","0","1"
"1860",2013-08-31,"13-255-1","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"1861",2013-09-19,"13-255-1","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1862",2013-09-21,"13-255-1","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1863",2013-11-12,"13-255-1","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1864",2013-11-14,"13-255-1","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1865",2014-01-29,"13-255-1","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1866",2013-02-26,"13-256-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1867",2013-07-02,"13-256-3","Household Interviews",1,"1","0","0","0","0","1","1","0","0","0"
"1868",2014-03-08,"13-256-3","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1869",2013-02-12,"13-256-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1870",2013-02-12,"13-258-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1871",2013-02-26,"13-258-3","Household Interviews",1,"1","0","1","0","0","0","0","0","0","0"
"1872",2013-10-02,"13-258-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1873",2013-10-08,"13-258-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1874",2014-01-16,"13-258-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1875",2014-01-25,"13-258-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1876",2014-05-15,"13-258-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1877",2014-05-15,"13-26-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1878",2014-06-24,"13-26-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1879",2014-10-17,"13-26-10","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"1880",2013-05-22,"13-26-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1881",2014-03-04,"13-26-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1882",2013-06-28,"13-265-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1883",2013-09-11,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1884",2013-10-04,"13-265-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1885",2014-01-12,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1886",2014-02-13,"13-265-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1887",2014-02-27,"13-265-3","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"1888",2014-03-02,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1889",2014-03-13,"13-265-3","Household Interviews",1,"1","0","0","1","0","0","0","0","0","0"
"1890",2013-09-17,"13-265-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"1891",2013-09-25,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1892",2014-05-23,"13-265-3","Household Interviews",1,"0","1","0","0","0","0","0","0","0","1"
"1893",2014-06-04,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1894",2014-06-05,"13-265-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1895",2014-07-02,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"1896",2014-07-03,"13-265-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"1897",2014-07-31,"13-265-3","Household Interviews",1,"1","1","0","1","0","0","0","0","0","1"
"1898",2014-08-28,"13-265-3","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"1899",2014-09-22,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"1900",2014-09-23,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"1901",2014-10-17,"13-265-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
